chr,region,ctrl_18w_methy_site_num,chr,region,ccl4_18w_methy_site_num
chr3,109500000,3143,chr3,1.09e+08,4889
chr3,1.1e+08,3178,chr3,109500000,3516
chr3,110500000,2663,chr3,1.1e+08,3304
chr3,1.11e+08,1972,chr3,110500000,2804
chr3,111500000,1957,chr3,1.11e+08,1990
chr3,1.12e+08,1554,chr3,111500000,1823
chr3,112500000,1750,chr3,1.12e+08,1521
chr3,1.13e+08,1754,chr3,112500000,1733
chr3,113500000,1105,chr3,1.13e+08,1708
chr3,1.14e+08,1795,chr3,113500000,1203
chr3,114500000,1516,chr3,1.14e+08,1817
chr3,1.15e+08,1273,chr3,114500000,1410
chr3,115500000,1863,chr3,1.15e+08,1205
chr3,1.16e+08,3534,chr3,115500000,1819
chr3,116500000,4307,chr3,1.16e+08,3910
chr3,1.17e+08,4127,chr3,116500000,5010
chr3,117500000,2350,chr3,1.17e+08,4678
chr3,1.18e+08,2822,chr3,117500000,2467
chr3,118500000,2879,chr3,1.18e+08,2899
chr3,1.19e+08,2608,chr3,118500000,2968
chr3,119500000,2833,chr3,1.19e+08,2636
chr3,1.2e+08,3106,chr3,119500000,2907
chr3,120500000,2723,chr3,1.2e+08,3362
chr3,1.21e+08,2771,chr3,120500000,2830
chr3,121500000,4244,chr3,1.21e+08,2966
chr3,1.22e+08,4839,chr3,121500000,4822
chr3,122500000,4749,chr3,1.22e+08,5400
chr3,1.23e+08,4098,chr3,122500000,5368
chr3,123500000,3417,chr3,1.23e+08,4411
chr3,1.24e+08,1955,chr3,123500000,3681
chr3,124500000,1622,chr3,1.24e+08,1970
chr3,1.25e+08,1190,chr3,124500000,1614
chr3,125500000,1503,chr3,1.25e+08,1193
chr3,1.26e+08,1649,chr3,125500000,1457
chr3,126500000,1716,chr3,1.26e+08,1705
chr3,1.27e+08,2703,chr3,126500000,1845
chr3,127500000,2347,chr3,1.27e+08,2963
chr3,1.28e+08,2743,chr3,127500000,2740
chr3,128500000,2899,chr3,1.28e+08,3169
chr3,1.29e+08,3027,chr3,128500000,3195
chr3,129500000,4453,chr3,1.29e+08,2979
chr3,1.3e+08,5505,chr3,129500000,4917
chr3,130500000,4595,chr3,1.3e+08,6035
chr3,1.31e+08,4973,chr3,130500000,4999
chr3,131500000,4938,chr3,1.31e+08,5872
chr3,1.32e+08,3820,chr3,131500000,5735
chr3,132500000,3227,chr3,1.32e+08,4224
chr3,1.33e+08,4198,chr3,132500000,3152
chr3,133500000,4093,chr3,1.33e+08,4538
chr3,1.34e+08,2880,chr3,133500000,4155
chr3,134500000,2813,chr3,1.34e+08,3171
chr3,1.35e+08,2527,chr3,134500000,2867
chr3,135500000,3975,chr3,1.35e+08,2535
chr3,1.36e+08,4408,chr3,135500000,4289
chr3,136500000,2478,chr3,1.36e+08,4973
chr3,1.37e+08,3653,chr3,136500000,2584
chr3,137500000,2785,chr3,1.37e+08,3789
chr3,1.38e+08,3519,chr3,137500000,2867
chr3,138500000,3957,chr3,1.38e+08,3971
chr3,1.39e+08,4853,chr3,138500000,4437
chr3,139500000,2775,chr3,1.39e+08,5304
chr3,1.4e+08,2382,chr3,139500000,2859
chr3,140500000,1812,chr3,1.4e+08,2303
chr3,1.41e+08,1985,chr3,140500000,1830
chr3,141500000,2659,chr3,1.41e+08,1918
chr3,1.42e+08,2811,chr3,141500000,2566
chr3,142500000,3555,chr3,1.42e+08,2805
chr3,1.43e+08,3777,chr3,142500000,3753
chr3,143500000,3237,chr3,1.43e+08,4130
chr3,1.44e+08,3787,chr3,143500000,3323
chr3,144500000,5217,chr3,1.44e+08,3977
chr3,1.45e+08,4114,chr3,144500000,5836
chr3,145500000,3735,chr3,1.45e+08,4573
chr3,1.46e+08,5108,chr3,145500000,4156
chr3,146500000,5102,chr3,1.46e+08,5601
chr3,1.47e+08,4970,chr3,146500000,5807
chr3,147500000,3379,chr3,1.47e+08,5354
chr3,1.48e+08,2925,chr3,147500000,3666
chr3,148500000,3276,chr3,1.48e+08,2933
chr3,1.49e+08,4418,chr3,148500000,3553
chr3,149500000,4442,chr3,1.49e+08,4761
chr3,1.5e+08,3289,chr3,149500000,4908
chr3,150500000,2399,chr3,1.5e+08,3417
chr3,1.51e+08,2336,chr3,150500000,2355
chr3,151500000,2826,chr3,1.51e+08,2274
chr3,1.52e+08,3112,chr3,151500000,2866
chr3,152500000,4271,chr3,1.52e+08,3180
chr3,1.53e+08,4802,chr3,152500000,4810
chr3,153500000,4774,chr3,1.53e+08,5643
chr3,1.54e+08,4918,chr3,153500000,5383
chr3,154500000,4017,chr3,1.54e+08,5712
chr3,1.55e+08,3849,chr3,154500000,4605
chr3,155500000,2718,chr3,1.55e+08,4281
chr3,1.56e+08,2142,chr3,155500000,2752
chr3,156500000,2309,chr3,1.56e+08,2096
chr3,1.57e+08,2645,chr3,156500000,2250
chr3,157500000,2545,chr3,1.57e+08,2609
chr3,1.58e+08,2882,chr3,157500000,2793
chr3,158500000,2426,chr3,1.58e+08,3076
chr3,1.59e+08,1784,chr3,158500000,2533
chr3,159500000,1859,chr3,1.59e+08,1844
chr3,1.6e+08,1530,chr3,159500000,1894
chr4,3500000,2729,chr3,1.6e+08,1576
chr4,4e+06,3106,chr4,3500000,2902
chr4,4500000,2593,chr4,4e+06,3388
chr4,5e+06,2760,chr4,4500000,2792
chr4,5500000,2575,chr4,5e+06,2842
chr4,6e+06,3042,chr4,5500000,2667
chr4,6500000,3050,chr4,6e+06,3194
chr4,7e+06,3146,chr4,6500000,3190
chr4,7500000,2418,chr4,7e+06,3306
chr4,8e+06,2301,chr4,7500000,2370
chr4,8500000,2608,chr4,8e+06,2301
chr4,9e+06,4299,chr4,8500000,2760
chr4,9500000,3950,chr4,9e+06,4843
chr4,1e+07,3310,chr4,9500000,4251
chr4,10500000,2268,chr4,1e+07,3551
chr4,1.1e+07,2391,chr4,10500000,2318
chr4,11500000,4245,chr4,1.1e+07,2538
chr4,1.2e+07,3777,chr4,11500000,4664
chr4,12500000,3006,chr4,1.2e+07,4110
chr4,1.3e+07,2909,chr4,12500000,3355
chr4,13500000,2990,chr4,1.3e+07,3009
chr4,1.4e+07,3155,chr4,13500000,2952
chr4,14500000,2290,chr4,1.4e+07,3242
chr4,1.5e+07,3451,chr4,14500000,2420
chr4,15500000,2579,chr4,1.5e+07,3472
chr4,1.6e+07,2852,chr4,15500000,2629
chr4,16500000,2583,chr4,1.6e+07,2911
chr4,1.7e+07,2097,chr4,16500000,2574
chr4,17500000,1811,chr4,1.7e+07,2030
chr4,1.8e+07,1944,chr4,17500000,1744
chr4,18500000,1789,chr4,1.8e+07,1887
chr4,1.9e+07,1973,chr4,18500000,1768
chr4,19500000,2369,chr4,1.9e+07,1889
chr4,2e+07,2817,chr4,19500000,2368
chr4,20500000,2277,chr4,2e+07,2921
chr4,2.1e+07,2084,chr4,20500000,2287
chr4,21500000,1928,chr4,2.1e+07,2041
chr4,2.2e+07,3518,chr4,21500000,1988
chr4,22500000,3720,chr4,2.2e+07,3911
chr4,2.3e+07,2249,chr4,22500000,3822
chr4,23500000,2161,chr4,2.3e+07,2347
chr4,2.4e+07,2467,chr4,23500000,2240
chr4,24500000,2039,chr4,2.4e+07,2358
chr4,2.5e+07,3139,chr4,24500000,2136
chr4,25500000,2208,chr4,2.5e+07,3374
chr4,2.6e+07,2316,chr4,25500000,2416
chr4,26500000,2059,chr4,2.6e+07,2374
chr4,2.7e+07,1825,chr4,26500000,2032
chr4,27500000,1948,chr4,2.7e+07,1787
chr4,2.8e+07,1663,chr4,27500000,1902
chr4,28500000,1976,chr4,2.8e+07,1601
chr4,2.9e+07,3051,chr4,28500000,1942
chr4,29500000,2503,chr4,2.9e+07,2913
chr4,3e+07,2074,chr4,29500000,2473
chr4,30500000,1915,chr4,3e+07,1964
chr4,3.1e+07,1950,chr4,30500000,1794
chr4,31500000,2731,chr4,3.1e+07,2005
chr4,3.2e+07,3502,chr4,31500000,2752
chr4,32500000,3939,chr4,3.2e+07,3879
chr4,3.3e+07,4398,chr4,32500000,4778
chr4,33500000,3883,chr4,3.3e+07,5434
chr4,3.4e+07,3915,chr4,33500000,4385
chr4,34500000,3165,chr4,3.4e+07,4269
chr4,3.5e+07,4406,chr4,34500000,3413
chr4,35500000,4066,chr4,3.5e+07,4929
chr4,3.6e+07,2272,chr4,35500000,4325
chr4,36500000,2206,chr4,3.6e+07,2170
chr4,3.7e+07,1889,chr4,36500000,2114
chr4,37500000,1734,chr4,3.7e+07,1829
chr4,3.8e+07,1789,chr4,37500000,1678
chr4,38500000,1614,chr4,3.8e+07,1765
chr4,3.9e+07,1714,chr4,38500000,1572
chr4,39500000,2068,chr4,3.9e+07,1681
chr4,4e+07,2369,chr4,39500000,1994
chr4,40500000,4440,chr4,4e+07,2406
chr4,4.1e+07,3896,chr4,40500000,4869
chr4,41500000,4201,chr4,4.1e+07,4458
chr4,4.2e+07,2312,chr4,41500000,4851
chr4,4.3e+07,1268,chr4,4.2e+07,2847
chr4,43500000,3053,chr4,4.3e+07,1499
chr4,4.4e+07,4147,chr4,43500000,3453
chr4,44500000,4504,chr4,4.4e+07,4872
chr4,4.5e+07,4243,chr4,44500000,5048
chr4,45500000,4540,chr4,4.5e+07,5161
chr4,4.6e+07,4040,chr4,45500000,5206
chr4,46500000,4424,chr4,4.6e+07,5002
chr4,4.7e+07,4099,chr4,46500000,5110
chr4,47500000,4050,chr4,4.7e+07,5097
chr4,4.8e+07,3844,chr4,47500000,4697
chr4,48500000,3713,chr4,4.8e+07,4307
chr4,4.9e+07,4118,chr4,48500000,4091
chr4,49500000,3040,chr4,4.9e+07,4380
chr4,5e+07,3079,chr4,49500000,3217
chr4,50500000,1987,chr4,5e+07,3175
chr4,5.1e+07,1622,chr4,50500000,1935
chr4,51500000,1773,chr4,5.1e+07,1545
chr4,5.2e+07,1834,chr4,51500000,1833
chr4,52500000,2616,chr4,5.2e+07,1783
chr4,5.3e+07,2722,chr4,52500000,2708
chr4,53500000,4285,chr4,5.3e+07,2866
chr4,5.4e+07,4106,chr4,53500000,4712
chr4,54500000,2611,chr4,5.4e+07,4339
chr4,5.5e+07,2411,chr4,54500000,2810
chr4,55500000,2790,chr4,5.5e+07,2601
chr4,5.6e+07,2738,chr4,55500000,3120
chr4,56500000,3205,chr4,5.6e+07,3272
chr4,5.7e+07,3364,chr4,56500000,3463
chr4,57500000,4630,chr4,5.7e+07,3938
chr4,5.8e+07,4294,chr4,57500000,5522
chr4,58500000,3815,chr4,5.8e+07,4877
chr4,5.9e+07,3212,chr4,58500000,4237
chr4,59500000,3766,chr4,5.9e+07,3650
chr4,6e+07,3764,chr4,59500000,4146
chr4,60500000,2364,chr4,6e+07,4218
chr4,6.1e+07,348,chr4,60500000,2464
chr4,61500000,180,chr4,6.1e+07,342
chr4,6.2e+07,2031,chr4,61500000,169
chr4,62500000,3547,chr4,6.2e+07,2146
chr4,6.3e+07,4110,chr4,62500000,4060
chr4,63500000,4067,chr4,6.3e+07,4820
chr4,6.4e+07,3404,chr4,63500000,4732
chr4,64500000,2466,chr4,6.4e+07,3870
chr4,6.5e+07,2140,chr4,64500000,2478
chr4,65500000,2517,chr4,6.5e+07,2105
chr4,6.6e+07,2684,chr4,65500000,2724
chr4,66500000,2582,chr4,6.6e+07,2859
chr4,6.7e+07,2170,chr4,66500000,2605
chr4,67500000,2119,chr4,6.7e+07,2134
chr4,6.8e+07,1987,chr4,67500000,2111
chr4,68500000,1955,chr4,6.8e+07,1934
chr4,6.9e+07,2262,chr4,68500000,1821
chr4,69500000,2188,chr4,6.9e+07,2229
chr4,7e+07,2370,chr4,69500000,2120
chr4,70500000,3231,chr4,7e+07,2454
chr4,7.1e+07,2223,chr4,70500000,3508
chr4,71500000,2156,chr4,7.1e+07,2386
chr4,7.2e+07,2296,chr4,71500000,2123
chr4,72500000,2412,chr4,7.2e+07,2324
chr4,7.3e+07,1809,chr4,72500000,2650
chr4,73500000,2219,chr4,7.3e+07,1812
chr4,7.4e+07,1979,chr4,73500000,2191
chr4,74500000,2417,chr4,7.4e+07,2005
chr4,7.5e+07,2177,chr4,74500000,2568
chr4,75500000,2018,chr4,7.5e+07,2156
chr4,7.6e+07,2380,chr4,75500000,2054
chr4,76500000,2328,chr4,7.6e+07,2364
chr4,7.7e+07,1669,chr4,76500000,2373
chr4,77500000,1524,chr4,7.7e+07,1773
chr4,7.8e+07,1447,chr4,77500000,1507
chr4,78500000,1266,chr4,7.8e+07,1380
chr4,7.9e+07,1749,chr4,78500000,1187
chr4,79500000,1772,chr4,7.9e+07,1702
chr4,8e+07,1637,chr4,79500000,1633
chr4,80500000,1894,chr4,8e+07,1562
chr4,8.1e+07,1984,chr4,80500000,1866
chr4,81500000,2560,chr4,8.1e+07,2048
chr4,8.2e+07,2829,chr4,81500000,2796
chr4,82500000,3501,chr4,8.2e+07,2997
chr4,8.3e+07,3881,chr4,82500000,3769
chr4,83500000,3519,chr4,8.3e+07,4345
chr4,8.4e+07,3440,chr4,83500000,3916
chr4,84500000,4027,chr4,8.4e+07,3789
chr4,8.5e+07,3531,chr4,84500000,4401
chr4,85500000,2767,chr4,8.5e+07,3670
chr4,8.6e+07,2816,chr4,85500000,2926
chr4,86500000,3198,chr4,8.6e+07,2871
chr4,8.7e+07,3235,chr4,86500000,3519
chr4,87500000,3549,chr4,8.7e+07,3597
chr4,8.8e+07,3274,chr4,87500000,3793
chr4,88500000,2964,chr4,8.8e+07,3398
chr4,8.9e+07,2674,chr4,88500000,3231
chr4,89500000,3167,chr4,8.9e+07,2869
chr4,9e+07,2484,chr4,89500000,3658
chr4,90500000,1981,chr4,9e+07,2469
chr4,9.1e+07,2107,chr4,90500000,2124
chr4,91500000,3186,chr4,9.1e+07,2227
chr4,9.2e+07,2296,chr4,91500000,3269
chr4,92500000,2034,chr4,9.2e+07,2289
chr4,9.3e+07,2021,chr4,92500000,1967
chr4,93500000,2004,chr4,9.3e+07,1887
chr4,9.4e+07,1996,chr4,93500000,1877
chr4,94500000,2673,chr4,9.4e+07,2003
chr4,9.5e+07,2724,chr4,94500000,2771
chr4,95500000,3057,chr4,9.5e+07,2804
chr4,9.6e+07,2872,chr4,95500000,3402
chr4,96500000,2256,chr4,9.6e+07,3062
chr4,9.7e+07,2296,chr4,96500000,2334
chr4,97500000,2396,chr4,9.7e+07,2296
chr4,9.8e+07,4109,chr4,97500000,2421
chr4,98500000,3864,chr4,9.8e+07,4413
chr4,9.9e+07,4196,chr4,98500000,4187
chr4,99500000,3949,chr4,9.9e+07,4648
chr4,1e+08,3709,chr4,99500000,4459
chr4,100500000,3716,chr4,1e+08,4218
chr4,1.01e+08,3303,chr4,100500000,3969
chr4,101500000,3924,chr4,1.01e+08,3752
chr4,1.02e+08,3301,chr4,101500000,4631
chr4,102500000,3174,chr4,1.02e+08,3528
chr4,1.03e+08,3600,chr4,102500000,3341
chr4,103500000,3487,chr4,1.03e+08,3949
chr4,1.04e+08,3217,chr4,103500000,3779
chr4,104500000,3466,chr4,1.04e+08,3530
chr4,1.05e+08,4228,chr4,104500000,3803
chr4,105500000,3995,chr4,1.05e+08,4804
chr4,1.06e+08,3020,chr4,105500000,4360
chr4,106500000,3803,chr4,1.06e+08,3366
chr4,1.07e+08,3887,chr4,106500000,4222
chr4,107500000,4766,chr4,1.07e+08,4708
chr4,1.08e+08,4232,chr4,107500000,5732
chr4,108500000,3457,chr4,1.08e+08,5084
chr4,1.09e+08,3063,chr4,108500000,4013
chr4,109500000,3490,chr4,1.09e+08,3273
chr4,1.1e+08,2884,chr4,109500000,3846
chr4,110500000,2731,chr4,1.1e+08,3053
chr4,1.11e+08,1832,chr4,110500000,3043
chr4,111500000,2417,chr4,1.11e+08,1750
chr4,1.12e+08,1850,chr4,111500000,2369
chr4,112500000,82,chr4,1.12e+08,2060
chr4,1.13e+08,306,chr4,112500000,63
chr4,113500000,11,chr4,1.13e+08,348
chr4,1.14e+08,66,chr4,113500000,14
chr4,114500000,984,chr4,1.14e+08,63
chr4,1.15e+08,3196,chr4,114500000,1101
chr4,115500000,2469,chr4,1.15e+08,3895
chr4,1.16e+08,2899,chr4,115500000,2783
chr4,116500000,3449,chr4,1.16e+08,3418
chr4,1.17e+08,3494,chr4,116500000,3685
chr4,117500000,4057,chr4,1.17e+08,3900
chr4,1.18e+08,3808,chr4,117500000,5056
chr4,118500000,4121,chr4,1.18e+08,4376
chr4,1.19e+08,3081,chr4,118500000,5196
chr4,119500000,3867,chr4,1.19e+08,3390
chr4,1.2e+08,3224,chr4,119500000,4592
chr4,120500000,3043,chr4,1.2e+08,3612
chr4,1.21e+08,3281,chr4,120500000,3619
chr4,121500000,2739,chr4,1.21e+08,3987
chr4,1.22e+08,1020,chr4,121500000,3002
chr4,122500000,12,chr4,1.22e+08,1003
chr4,1.23e+08,2598,chr4,122500000,8
chr4,123500000,4101,chr4,1.23e+08,2961
chr4,1.24e+08,3526,chr4,123500000,4866
chr4,124500000,3227,chr4,1.24e+08,4152
chr4,1.25e+08,4561,chr4,124500000,3843
chr4,125500000,4464,chr4,1.25e+08,5769
chr4,1.26e+08,4076,chr4,125500000,5362
chr4,126500000,4040,chr4,1.26e+08,5042
chr4,1.27e+08,4224,chr4,126500000,5035
chr4,127500000,4048,chr4,1.27e+08,4665
chr4,1.28e+08,4507,chr4,127500000,4860
chr4,128500000,3707,chr4,1.28e+08,5078
chr4,1.29e+08,4696,chr4,128500000,4353
chr4,129500000,4666,chr4,1.29e+08,5825
chr4,1.3e+08,3138,chr4,129500000,5528
chr4,130500000,3447,chr4,1.3e+08,3741
chr4,1.31e+08,3333,chr4,130500000,4279
chr4,131500000,4206,chr4,1.31e+08,4052
chr4,1.32e+08,4475,chr4,131500000,4886
chr4,132500000,4450,chr4,1.32e+08,5211
chr4,1.33e+08,3948,chr4,132500000,5115
chr4,133500000,2959,chr4,1.33e+08,4997
chr4,1.34e+08,2976,chr4,133500000,3956
chr4,134500000,3066,chr4,1.34e+08,3703
chr4,1.35e+08,4700,chr4,134500000,3921
chr4,135500000,5164,chr4,1.35e+08,6074
chr4,1.36e+08,4709,chr4,135500000,6057
chr4,136500000,3970,chr4,1.36e+08,5900
chr4,1.37e+08,2730,chr4,136500000,4786
chr4,137500000,2715,chr4,1.37e+08,3679
chr4,1.38e+08,2739,chr4,137500000,3434
chr4,138500000,3027,chr4,1.38e+08,3500
chr4,1.39e+08,2962,chr4,138500000,3859
chr4,139500000,3355,chr4,1.39e+08,3679
chr4,1.4e+08,2594,chr4,139500000,4389
chr4,140500000,2844,chr4,1.4e+08,3394
chr4,1.41e+08,2604,chr4,140500000,3866
chr4,141500000,4597,chr4,1.41e+08,3591
chr4,1.42e+08,3308,chr4,141500000,6061
chr4,142500000,4381,chr4,1.42e+08,4343
chr4,1.43e+08,3905,chr4,142500000,5172
chr4,143500000,4305,chr4,1.43e+08,4479
chr4,1.44e+08,2413,chr4,143500000,4869
chr4,144500000,2569,chr4,1.44e+08,2679
chr4,1.45e+08,2545,chr4,144500000,2633
chr4,145500000,3695,chr4,1.45e+08,2825
chr4,1.46e+08,2011,chr4,145500000,4066
chr4,146500000,1034,chr4,1.46e+08,2065
chr4,1.47e+08,393,chr4,146500000,1065
chr4,147500000,3362,chr4,1.47e+08,481
chr4,1.48e+08,3196,chr4,147500000,3534
chr4,148500000,3927,chr4,1.48e+08,3497
chr4,1.49e+08,3467,chr4,148500000,4841
chr4,149500000,4913,chr4,1.49e+08,4699
chr4,1.5e+08,4322,chr4,149500000,6115
chr4,150500000,4449,chr4,1.5e+08,5736
chr4,1.51e+08,4733,chr4,150500000,4929
chr4,151500000,5509,chr4,1.51e+08,6004
chr4,1.52e+08,5182,chr4,151500000,6875
chr4,152500000,5277,chr4,1.52e+08,5977
chr4,1.53e+08,4200,chr4,152500000,6800
chr4,153500000,4618,chr4,1.53e+08,5308
chr4,1.54e+08,4270,chr4,153500000,5600
chr4,154500000,4357,chr4,1.54e+08,5380
chr4,1.55e+08,3730,chr4,154500000,5614
chr4,155500000,4762,chr4,1.55e+08,5014
chr4,1.56e+08,3724,chr4,155500000,5837
chr4,156500000,2284,chr4,1.56e+08,4374
chr5,3500000,4105,chr4,156500000,2714
chr5,4e+06,4014,chr5,3500000,4368
chr5,4500000,3385,chr5,4e+06,4204
chr5,5e+06,3268,chr5,4500000,3611
chr5,5500000,3238,chr5,5e+06,3592
chr5,6e+06,3348,chr5,5500000,3459
chr5,6500000,2534,chr5,6e+06,3818
chr5,7e+06,2232,chr5,6500000,2588
chr5,7500000,1925,chr5,7e+06,2323
chr5,8e+06,2219,chr5,7500000,1953
chr5,8500000,3503,chr5,8e+06,2392
chr5,9e+06,3268,chr5,8500000,3792
chr5,9500000,3534,chr5,9e+06,3512
chr5,1e+07,2471,chr5,9500000,3563
chr5,10500000,2110,chr5,1e+07,2641
chr5,1.1e+07,1816,chr5,10500000,2171
chr5,11500000,892,chr5,1.1e+07,1840
chr5,1.2e+07,889,chr5,11500000,937
chr5,12500000,2440,chr5,1.2e+07,908
chr5,1.3e+07,2452,chr5,12500000,2445
chr5,13500000,2661,chr5,1.3e+07,2555
chr5,1.4e+07,2718,chr5,13500000,2585
chr5,14500000,2611,chr5,1.4e+07,2790
chr5,1.5e+07,3153,chr5,14500000,2657
chr5,15500000,1316,chr5,1.5e+07,3135
chr5,1.6e+07,3596,chr5,15500000,1284
chr5,16500000,2895,chr5,1.6e+07,3636
chr5,1.7e+07,2451,chr5,16500000,2987
chr5,17500000,2193,chr5,1.7e+07,2469
chr5,1.8e+07,2944,chr5,17500000,2201
chr5,18500000,2867,chr5,1.8e+07,3001
chr5,1.9e+07,2153,chr5,18500000,3001
chr5,19500000,2581,chr5,1.9e+07,2276
chr5,2e+07,2726,chr5,19500000,2585
chr5,20500000,3163,chr5,2e+07,2754
chr5,2.1e+07,4190,chr5,20500000,3273
chr5,21500000,3767,chr5,2.1e+07,4438
chr5,2.2e+07,4663,chr5,21500000,4273
chr5,22500000,3672,chr5,2.2e+07,5328
chr5,2.3e+07,2532,chr5,22500000,3826
chr5,23500000,1812,chr5,2.3e+07,2722
chr5,2.4e+07,2412,chr5,23500000,2233
chr5,24500000,3066,chr5,2.4e+07,2917
chr5,2.5e+07,4539,chr5,24500000,3647
chr5,25500000,3550,chr5,2.5e+07,5425
chr5,2.6e+07,3377,chr5,25500000,3912
chr5,26500000,2888,chr5,2.6e+07,3819
chr5,2.7e+07,2433,chr5,26500000,3037
chr5,27500000,2555,chr5,2.7e+07,2669
chr5,2.8e+07,2356,chr5,27500000,2750
chr5,28500000,3353,chr5,2.8e+07,2884
chr5,2.9e+07,2409,chr5,28500000,3892
chr5,29500000,3109,chr5,2.9e+07,2706
chr5,3e+07,2766,chr5,29500000,3457
chr5,30500000,3779,chr5,3e+07,3054
chr5,3.1e+07,4542,chr5,30500000,4707
chr5,31500000,4179,chr5,3.1e+07,5757
chr5,3.2e+07,3509,chr5,31500000,5007
chr5,32500000,3297,chr5,3.2e+07,3946
chr5,3.3e+07,2838,chr5,32500000,3839
chr5,33500000,4140,chr5,3.3e+07,3191
chr5,3.4e+07,3879,chr5,33500000,4856
chr5,34500000,3022,chr5,3.4e+07,4370
chr5,3.5e+07,3538,chr5,34500000,3547
chr5,35500000,3750,chr5,3.5e+07,4018
chr5,3.6e+07,3995,chr5,35500000,4705
chr5,36500000,3472,chr5,3.6e+07,5374
chr5,3.7e+07,3995,chr5,36500000,4297
chr5,37500000,3630,chr5,3.7e+07,4900
chr5,3.8e+07,3217,chr5,37500000,4556
chr5,38500000,3381,chr5,3.8e+07,3810
chr5,3.9e+07,3410,chr5,38500000,4212
chr5,39500000,2318,chr5,3.9e+07,3722
chr5,4e+07,2413,chr5,39500000,2505
chr5,40500000,1777,chr5,4e+07,2550
chr5,4.1e+07,2104,chr5,40500000,1770
chr5,41500000,2129,chr5,4.1e+07,2255
chr5,4.2e+07,2642,chr5,41500000,2164
chr5,42500000,1989,chr5,4.2e+07,2978
chr5,4.3e+07,2302,chr5,42500000,2202
chr5,43500000,2873,chr5,4.3e+07,2387
chr5,4.4e+07,3043,chr5,43500000,3043
chr5,44500000,3025,chr5,4.4e+07,3395
chr5,4.5e+07,3073,chr5,44500000,3350
chr5,45500000,2845,chr5,4.5e+07,3334
chr5,4.6e+07,2920,chr5,45500000,3129
chr5,46500000,2482,chr5,4.6e+07,3108
chr5,4.7e+07,1794,chr5,46500000,2616
chr5,47500000,1856,chr5,4.7e+07,1745
chr5,4.8e+07,2240,chr5,47500000,1883
chr5,48500000,3290,chr5,4.8e+07,2258
chr5,4.9e+07,2125,chr5,48500000,3322
chr5,49500000,2322,chr5,4.9e+07,2126
chr5,5e+07,2466,chr5,49500000,2372
chr5,50500000,2500,chr5,5e+07,2663
chr5,5.1e+07,1917,chr5,50500000,2576
chr5,51500000,2256,chr5,5.1e+07,1917
chr5,5.2e+07,3532,chr5,51500000,2283
chr5,52500000,4251,chr5,5.2e+07,3731
chr5,5.3e+07,4115,chr5,52500000,4787
chr5,53500000,4811,chr5,5.3e+07,4737
chr5,5.4e+07,3537,chr5,53500000,5270
chr5,54500000,3314,chr5,5.4e+07,4151
chr5,5.5e+07,1913,chr5,54500000,3380
chr5,55500000,1695,chr5,5.5e+07,1844
chr5,5.6e+07,2058,chr5,55500000,1640
chr5,56500000,1961,chr5,5.6e+07,1972
chr5,5.7e+07,2005,chr5,56500000,1890
chr5,57500000,2098,chr5,5.7e+07,1969
chr5,5.8e+07,2834,chr5,57500000,2049
chr5,58500000,2217,chr5,5.8e+07,2874
chr5,5.9e+07,2209,chr5,58500000,2305
chr5,59500000,2126,chr5,5.9e+07,2298
chr5,6e+07,1861,chr5,59500000,2095
chr5,60500000,1740,chr5,6e+07,1911
chr5,6.1e+07,1889,chr5,60500000,1767
chr5,61500000,2037,chr5,6.1e+07,1843
chr5,6.2e+07,1623,chr5,61500000,2057
chr5,62500000,2029,chr5,6.2e+07,1572
chr5,6.3e+07,2630,chr5,62500000,1966
chr5,63500000,1775,chr5,6.3e+07,2694
chr5,6.4e+07,3596,chr5,63500000,1795
chr5,64500000,4063,chr5,6.4e+07,3965
chr5,6.5e+07,3706,chr5,64500000,4864
chr5,65500000,5242,chr5,6.5e+07,4291
chr5,6.6e+07,3773,chr5,65500000,5574
chr5,66500000,4666,chr5,6.6e+07,4251
chr5,6.7e+07,4720,chr5,66500000,5213
chr5,67500000,4438,chr5,6.7e+07,5241
chr5,6.8e+07,4061,chr5,67500000,5129
chr5,68500000,2348,chr5,6.8e+07,4576
chr5,6.9e+07,2175,chr5,68500000,2436
chr5,69500000,2441,chr5,6.9e+07,2222
chr5,7e+07,2405,chr5,69500000,2429
chr5,70500000,1881,chr5,7e+07,2414
chr5,7.1e+07,2308,chr5,70500000,1985
chr5,71500000,2334,chr5,7.1e+07,2143
chr5,7.2e+07,2445,chr5,71500000,2355
chr5,72500000,4148,chr5,7.2e+07,2467
chr5,7.3e+07,4759,chr5,72500000,4540
chr5,73500000,5037,chr5,7.3e+07,5279
chr5,7.4e+07,4220,chr5,73500000,5875
chr5,74500000,3982,chr5,7.4e+07,4916
chr5,7.5e+07,4007,chr5,74500000,4572
chr5,75500000,3877,chr5,7.5e+07,4672
chr5,7.6e+07,4513,chr5,75500000,4485
chr5,76500000,3875,chr5,7.6e+07,5337
chr5,7.7e+07,5228,chr5,76500000,4313
chr5,77500000,4643,chr5,7.7e+07,5969
chr5,7.8e+07,3468,chr5,77500000,5515
chr5,78500000,2424,chr5,7.8e+07,3858
chr5,7.9e+07,2119,chr5,78500000,2440
chr5,79500000,1845,chr5,7.9e+07,1994
chr5,8e+07,1975,chr5,79500000,1702
chr5,80500000,1823,chr5,8e+07,2000
chr5,8.1e+07,1976,chr5,80500000,1742
